S_Label,S_Code,S_CUI,S_Depth,Pre_Label,Pre-Code,Pre_CUI,Pre_Depth,Post_Label,Post_Code,Post_CUI,Post_Depth
"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",800.33,C0159171,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",800.34,C0159172,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",800.35,C0159173,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",800.36,C0159174,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",800.39,C0375583,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
Closed fracture of vault of skull with intracranial injury of other and unspecified nature,800.4,C0159176,6,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",800.40,C0159177,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",800.41,C0159178,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",800.42,C0159179,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",800.43,C0159180,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",800.44,C0159181,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",800.45,C0159182,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",800.46,C0159183,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",800.49,C0159184,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
Open fracture of vault of skull without mention of intracranial injury,800.5,C0159185,6,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness",800.50,C0159186,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull without mention of intracranial injury, with no loss of consciousness",800.51,C0159187,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",800.52,C0159188,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",800.53,C0159189,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",800.54,C0159190,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",800.55,C0159191,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",800.56,C0159192,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull without mention of intracranial injury, with concussion, unspecified",800.59,C0159193,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
Open fracture of vault of skull with cerebral laceration and contusion,800.6,C0159194,6,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness",800.60,C0159195,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness",800.61,C0159196,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",800.62,C0159197,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",800.63,C0159198,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",800.64,C0159199,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",800.65,C0159200,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",800.66,C0159201,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified",800.69,C0375585,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage",800.7,C0159203,6,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",800.70,C0159204,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",800.71,C0159205,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",800.72,C0159206,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",800.73,C0159207,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",800.74,C0159208,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",800.75,C0159209,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",800.76,C0159210,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",800.79,C0375586,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
Open fracture of vault of skull with other and unspecified intracranial hemorrhage,800.8,C0159212,6,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",800.80,C0159213,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",800.81,C0159214,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",800.82,C0159215,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",800.83,C0159216,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",800.84,C0159217,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",800.85,C0159218,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",800.86,C0159219,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",800.89,C0375587,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
Open fracture of vault of skull with intracranial injury of other and unspecified nature,800.9,C0159221,6,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",800.90,C0159222,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",800.91,C0159223,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",800.92,C0159224,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",800.93,C0159225,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",800.94,C0159226,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",800.95,C0159227,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",800.96,C0159228,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",800.99,C0159229,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
FRACTURE OF SKULL,800-804.99,C0037304,4,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
FRACTURES,800-829.99,C0016658,3,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
Fracture of base of skull,801,C0748830,5,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
Closed fracture of base of skull without mention of intracranial injury,801.0,C0435271,6,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull without mention of intra cranial injury, unspecified state of consciousness",801.00,C0159232,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull without mention of intra cranial injury, with no loss of consciousness",801.01,C0159233,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull without mention of intra cranial injury, with brief [less than one hour] loss of consciousness",801.02,C0159234,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull without mention of intra cranial injury, with moderate [1-24 hours] loss of consciousness",801.03,C0159235,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",801.04,C0159236,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull without mention of intra cranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",801.05,C0159237,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull without mention of intra cranial injury, with loss of consciousness of unspecified duration",801.06,C0159238,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull without mention of intra cranial injury, with concussion, unspecified",801.09,C0159239,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
Closed fracture of base of skull with cerebral laceration and contusion,801.1,C0159240,6,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness",801.10,C0159241,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness",801.11,C0159242,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",801.12,C0159243,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",801.13,C0159244,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",801.14,C0159245,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",801.15,C0159246,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",801.16,C0159247,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified",801.19,C0375589,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage",801.2,C0159249,6,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",801.20,C0159250,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",801.21,C0159251,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",801.22,C0159252,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",801.23,C0159253,7,FRACTURES,800-829.99,C0016658,3,"Fractures, Bone",D050723,C0016658,5
